place_id,name,rental_signal,matched_tiers,matched_activities,match_pairs,rating,user_rating_count,business_status,primary_type,website,source_url,phone,address,lat,lng,matched_anchors,matched_terms,last_verified
ChIJRV9f9HaQmYAReKR7x4Y3cTk,The Shops at Heavenly Village,true,core,alpine-ski; ice-skate; snowboard,12,4.5,4977,OPERATIONAL,Shopping Mall,http://www.theshopsatheavenly.com/,https://maps.google.com/?cid=4139150584542110840&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 265-2087,"1001 Heavenly Village Way, South Lake Tahoe, CA 96150, USA",38.9553807,-119.9434083,carson-city; gardnerville; hope-valley-s; kirkwood; south-lake-tahoe; zephyr-cove,ice skate rental; ski rentals; ski shop; snowboard shop,2026-06-21
ChIJq7IDRRSgmYARTgJmk8fgzuQ,Carson City Toyota,true,core,offroad-4x4,1,4.5,4697,OPERATIONAL,Car Dealer,http://www.carsoncitytoyota.com/,https://maps.google.com/?cid=16487362433626014286&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 882-8211,"2590 S Carson St, Carson City, NV 89701, USA",39.1439301,-119.76929530000001,reno,4x4 rental,2026-06-21
ChIJOdICOBtHmYARerbM0vA194Y,Rancho San Rafael Regional Park,true,core,cycling; disc-golf; mtb,12,4.7,4332,OPERATIONAL,Park,https://www.washoecounty.gov/parks/parks/park_directory_pages/north_region/rancho_san_rafael_regional_park.php,https://maps.google.com/?cid=9725301228774930042&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 785-4512,"1595 N Sierra St, Reno, NV 89503, USA",39.5456988,-119.82399120000001,carson-city; carson-valley-e; incline-village; reno; sparks; truckee; verdi; virginia-city,bicycle rental; bike rental; disc golf rental; downhill bike park rental,2026-06-21
ChIJz6-ILStHmYARZJbHUb9BAHI,Idlewild Park,true,core; experience,cycling; river-tube; snow-tube,6,4.6,4249,OPERATIONAL,Park,https://www.reno.gov/Home/Components/FacilityDirectory/FacilityDirectory/123/2864?cftype=FacilityDirectory,https://maps.google.com/?cid=8214638010290378340&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 334-2270,"2055 Idlewild Dr, Reno, NV 89509, USA",39.5218409,-119.83297960000002,reno; sparks,bicycle rental; bike rental; river float rental; snow tubing,2026-06-21
ChIJKwZEN-lImYARqDMgTn1rupk,Walmart Supercenter,true,gap,fishing-gear,1,3.6,4147,OPERATIONAL,Department Store,https://www.walmart.com/store/4239-reno-nv/?veh=seo_loc,https://maps.google.com/?cid=11077284419396973480&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 332-0308,"250 Vista Knoll Pkwy, Reno, NV 89506, USA",39.61542420000001,-119.85311089999999,reno,fishing tackle shop,2026-06-21
ChIJybD83-kem4ARBvpRyPl4A1s,Bass Pro Shops,true,core; experience; gap,climbing; fishing-gear; scuba,22,4.4,4132,OPERATIONAL,Sporting Goods Store,https://stores.basspro.com/us/ca/rocklin/5472-crossings-dr.html?y_source=1_MzUzNjQ1OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://maps.google.com/?cid=6558218496584579590&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(916) 251-3800,"5472 Crossings Dr, Rocklin, CA 95677, USA",38.804445699999995,-121.2011834,carson-city; carson-valley-e; donner-summit; gardnerville; hope-valley-s; incline-village; kings-beach; kirkwood; reno; south-lake-tahoe; tahoe-city; truckee; verdi; virginia-city; zephyr-cove,bait and tackle shop; climbing gear rental; fishing tackle shop; scuba diving,2026-06-21
ChIJlyhS79BEmYAR44sq2i4iXD4,Cabela's,true,core; experience; gap,alpine-ski; archery; backpacking; bird-hunting; camping; climbing; cycling; disc-golf; fishing-gear; fly-fishing; gear-shop; hunting; snowboard,104,4.5,4040,OPERATIONAL,Sporting Goods Store,https://stores.cabelas.com/us/nv/verdi/8650-boomtown-garson-road.html?y_source=1_Mzk4NjcyNS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://maps.google.com/?cid=4493504112832973795&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 829-4100,"8650 Boomtown Garson Road, Verdi, NV 89439, USA",39.513096,-119.9686998,carson-city; carson-valley-e; donner-summit; gardnerville; hope-valley-s; incline-village; kings-beach; kirkwood; reno; south-lake-tahoe; sparks; tahoe-city; truckee; verdi; virginia-city; zephyr-cove,archery pro shop; archery range; backpacking gear rental; bait and tackle shop; bike shop; camping equipment rental; camping gear rental; disc golf shop; fishing tackle shop; fly fishing outfitter; guided hunts; guided rock climbing; outdoor gear rental; ski shop; snowboard shop; sporting goods store; upland bird hunting guide,2026-06-21
ChIJ0dOf1E4NloARFFYXnSjDqQ0,Mammoth Mountain Ski Area,true,core,alpine-ski,1,4.7,4031,OPERATIONAL,Ski Resort,https://www.mammothmountain.com/,https://maps.google.com/?cid=984532572758824468&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(800) 626-6684,"10001 Minaret Rd, Mammoth Lakes, CA 93546, USA",37.6388877,-119.02621540000001,sparks,demo ski rental,2026-06-21
ChIJU5cP3a-_yIARLUdSBJDc6bs,Evolution Expeditions,true,core,kayak,2,4.9,4006,OPERATIONAL,Tour Agency,https://www.evolutionexpeditions.com/?utm_source=gmb+listing&utm_medium=organic,https://maps.google.com/?cid=13540596265772009261&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(702) 259-5292,"701 Foothill Ct, Boulder City, NV 89005, USA",35.9731556,-114.85122129999999,carson-valley-e; virginia-city,kayak tours,2026-06-21
ChIJ31lO3xJnwokREL5ptkvwf78,Drivo Rent A Car,true,core,offroad-4x4,1,4.3,3982,OPERATIONAL,Car Rental Agency,https://drivo.com/,https://maps.google.com/?cid=13799011991260085776&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(855) 550-0008,"124-10 S Conduit Ave #124-10, South Ozone Park, NY 11420, USA",40.664655499999995,-73.817266,reno,4x4 rental,2026-06-21
ChIJLVp878I-mYARYLEaJBzjspU,Sparks Marina Park,true,core; experience; gap,camping; canoe; fishing-charter; fishing-gear; ice-fishing; ice-skate; kayak; pontoon; powerboat; pwc; scuba; sup; wakeboard; watersports,46,4.5,3720,OPERATIONAL,Park,https://www.cityofsparks.us/business_detail_T71_R47.php,https://maps.google.com/?cid=10786933767510077792&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 353-2376,"300 Howard Dr, Sparks, NV 89434, USA",39.5349222,-119.73151619999999,carson-valley-e; donner-summit; gardnerville; incline-village; kings-beach; reno; sparks; verdi; virginia-city,bait and tackle shop; boat rental; camping equipment rental; camping gear rental; canoe rental; dive shop; fishing charter; ice fishing guide; ice skating rink; jet ski rental; kayak rental; kayak rentals; kayak tours; paddleboard rental; pontoon rental; scuba diving; ski boat rental; stand up paddleboard rental; watersports rental,2026-06-21
ChIJg5NDMmo_mYARgfWiElL6vC0,Dolan Lexus,true,core,offroad-4x4,2,4.8,3600,OPERATIONAL,Car Dealer,http://www.dolanrenolexus.com/,https://maps.google.com/?cid=3295784257735292289&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 826-5050,"7175 S Virginia St, Reno, NV 89511, USA",39.460746,-119.78264270000001,reno; sparks,4x4 rental,2026-06-21
ChIJHefXBOs-mYARYT-GUi8dUKU,Scheels,true,core; experience; gap,alpine-ski; archery; backpacking; camping; canoe; climbing; cycling; dirtbike; disc-golf; ebike; fishing-gear; fly-fishing; gear-shop; ice-skate; kayak; kiteboard; mtb; nordic-ski; outfitter; pontoon; pwc; river-tube; scuba; snow-tube; snowboard; snowshoe; sup; watersports; windsurf,284,4.6,3534,OPERATIONAL,Sporting Goods Store,https://www.scheels.com/store/reno-sparks/074?utm_source=google&utm_medium=yext,https://maps.google.com/?cid=11912053103480160097&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 331-2700,"1200 Scheels Drive, Sparks, NV 89434, USA",39.5307381,-119.72168029999997,carson-city; carson-valley-e; donner-summit; gardnerville; hope-valley-s; incline-village; kings-beach; kirkwood; reno; south-lake-tahoe; sparks; tahoe-city; truckee; verdi; virginia-city; zephyr-cove,SUP rental; adventure outfitter; archery range; backpacking gear rental; bait and tackle shop; bicycle rental; bike rental; bike shop; camping equipment rental; camping gear rental; canoe rental; climbing gear rental; cross country ski rental; disc golf rental; disc golf shop; dive shop; ebike rental; electric bike rental; fishing tackle shop; fly fishing outfitter; ice skate rental; jet ski rental; kayak rental; kayak rentals; kiteboarding rental; motocross bike rental; mountain bike rental; mountain bike rentals; outdoor equipment rental; outdoor gear rental; paddleboard rental; pontoon boat rental; pontoon rental; river float rental; scuba diving; ski rental; ski rentals; ski shop; snow tubing; snowboard rental; snowboard rentals; snowboard shop; snowshoe rental; sporting goods store; stand up paddleboard rental; watersports rental; windsurfing rental,2026-06-21
ChIJyw_jRk3xmYARn-W118rvXYs,Kirkwood Mountain Resort,true,core; experience,alpine-ski; backcountry-ski; canoe; cycling; mtb; nordic-ski; snow-tube; snowboard; snowshoe,13,4.6,3477,OPERATIONAL,Ski Resort,https://www.kirkwood.com/,https://maps.google.com/?cid=10042446398587528607&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(209) 258-6000,"1501 Kirkwood Meadows Dr, Kirkwood, CA 95646, USA",38.684751399999996,-120.06516649999999,hope-valley-s; kirkwood,alpine touring ski rental; bike shop; canoe rental; cross country ski rental; demo ski rental; mountain bike rental; mountain bike rentals; sledding hill; snow tubing; snowboard rental; snowshoe rental,2026-06-21
ChIJFwjK4qFlaYcR3WeulTRUvTU,Backbone Adventures,true,core,offroad-4x4,3,4.9,3163,OPERATIONAL,Services,https://www.backbonecycles.com/,https://maps.google.com/?cid=3872343839434762205&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(970) 235-5045,"1851 N Lake Ave, Estes Park, CO 80517, USA",40.380223699999995,-105.4913459,carson-city; reno; sparks,off road jeep rental,2026-06-21
ChIJ_VAbVH9AmYARsYbIThkLZaw,Lithia Hyundai of Reno,true,core,offroad-4x4,2,4.4,3086,OPERATIONAL,Car Dealer,https://www.lithiahyundaireno.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=sales,https://maps.google.com/?cid=12422347350495233713&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 800-5703,"2620 Kietzke Ln, Reno, NV 89502, USA",39.499139899999996,-119.78848180000001,reno; sparks,4x4 rental,2026-06-21
ChIJyaVyjWk_mYARSALtk1_Jvrw,Lithia Chrysler Jeep of Reno,true,core,offroad-4x4,7,4.7,2791,OPERATIONAL,Car Dealer,https://www.lithiajeepreno.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=sales,https://maps.google.com/?cid=13600529337046336072&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 501-8593,"1050 E Plumb Ln, Reno, NV 89502, USA",39.5047302,-119.7878112,carson-city; incline-village; reno; sparks; virginia-city,4x4 rental; off road jeep rental,2026-06-21
ChIJXZ90qR-6j4ARpoybjcul7w4,Shoreline Lake Boathouse,true,core,sailing; sup; windsurf,5,4.6,2686,OPERATIONAL,Sports Activity Location,https://shorelinelake.com/,https://maps.google.com/?cid=1076261129637563558&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(650) 965-7474,"3160 N Shoreline Blvd, Mountain View, CA 94043, USA",37.432834299999996,-122.0882069,hope-valley-s; kirkwood; south-lake-tahoe; verdi,sailboat rental; stand up paddleboard rental; windsurfing rental,2026-06-21
ChIJkXnDqYsfm4AR3c7Wh6l57rU,AutoNation Chrysler Dodge Jeep RAM Roseville,true,core,offroad-4x4,1,4.2,2626,OPERATIONAL,Car Dealer,https://www.autonationchryslerdodgejeepramroseville.com/?&utm_source=local&utm_medium=organic&utm_campaign=*000012247*GMB,https://maps.google.com/?cid=13109549334357528285&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(916) 467-8055,"200 Automall Dr, Roseville, CA 95661, USA",38.7505848,-121.2606719,carson-city,off road jeep rental,2026-06-21
ChIJ0VmWmit7mYARMmr4kpwzrjs,Kings Beach State Recreation Area,true,core,alpine-ski; canoe; cycling; kayak; powerboat; pwc; sup; watersports,23,4.7,2438,OPERATIONAL,Beach,http://www.parks.ca.gov/?page_id=511,https://maps.google.com/?cid=4300431441759070770&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(530) 523-3203,"Kings Beach State Recreation Area, Bear St, Kings Beach, CA 96143, USA",39.2366319,-120.0253758,carson-city; incline-village; kings-beach; tahoe-city; truckee; verdi,SUP rental; bike rental; bike shop; boat rental; canoe rental; jet ski rental; kayak rental; paddleboard rental; ski rental; stand up paddleboard rental; watersports rental,2026-06-21
ChIJg7szPR9HmoARnaNg6CyCB44,Sly Park Recreation Area,true,core; experience,camping; mtb; snow-tube,3,4.6,2433,OPERATIONAL,Park,https://www.eid.org/recreation/sly-park-recreation-area-spra-at-jenkinson-lake,https://maps.google.com/?cid=10234291807611560861&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(530) 295-6810,"4771 Sly Park Rd, Pollock Pines, CA 95726, USA",38.725867099999995,-120.54945769999998,kirkwood,camping equipment rental; downhill bike park rental; sledding hill,2026-06-21
ChIJfzeXwRMfm4ARofxIXmkO6RI,Quarry Park Adventures,true,core,climbing,2,4.7,2357,OPERATIONAL,Adventure Sports Center,https://quarrypark.com/,https://maps.google.com/?cid=1362636207972482209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(916) 824-1680,"5373 Pacific St, Rocklin, CA 95677, USA",38.7883588,-121.23581539999999,kings-beach; sparks,climbing gear rental,2026-06-21
ChIJc1ku13-r3oARUJ0VVq0yEiI,Triton Charters and Yacht Rental,true,core,sailing,2,4.9,2338,OPERATIONAL,Services,https://triton-charters.com/,https://maps.google.com/?cid=2455080466925329744&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(844) 587-4866,"2700 Shelter Island Dr, San Diego, CA 92106, USA",32.72115240000001,-117.22827140000001,kings-beach; verdi,catamaran rental,2026-06-21
ChIJQUEenSVBmYAR1e2zmHe-PqU,United Nissan Reno,true,core,offroad-4x4,2,4.6,2253,OPERATIONAL,Car Dealer,http://www.unitednissanreno.com/,https://maps.google.com/?cid=11907163885686484437&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 322-3700,"865 Kietzke Ln, Reno, NV 89502, USA",39.518179499999995,-119.789914,reno; sparks,4x4 rental,2026-06-21
ChIJ94DKr3RAmYARkPsMAhRUVrY,Lowe's Home Improvement,true,core,climbing,1,3.9,2225,OPERATIONAL,Home Improvement Store,https://www.lowes.com/store/NV-Reno/0321?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-321-_-na-_-0-_-0&y_source=1_MTE4NDAyNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://maps.google.com/?cid=13138781407810485136&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 824-4750,"5075 Kietzke Ln, Reno, NV 89511, USA",39.47578,-119.79408000000001,reno,climbing gear rental,2026-06-21
ChIJ4VTFvZ44mYARShou2cYdePI,The Home Depot,true,core,backpacking; camping; climbing,7,4.1,2200,OPERATIONAL,Home Improvement Store,https://www.homedepot.com/l/N-Reno/NV/Reno/89512/3304?emt=MSGoogleMaps,https://maps.google.com/?cid=17471747494268246602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 674-2900,"2955 Northtowne Ln, Reno, NV 89512, USA",39.557393399999995,-119.78491269999999,reno; sparks,backpacking gear rental; camping equipment rental; camping gear rental; climbing gear rental,2026-06-21
ChIJq0wg9-q-mYARXetzaPpP39s,Walmart Supercenter,true,core; gap,backpacking; camping; cycling; fishing-gear; foil-surf; gear-shop; wing-foil,7,4,2152,OPERATIONAL,Department Store,https://www.walmart.com/store/5864-gardnerville-nv/?veh=seo_loc,https://maps.google.com/?cid=15843469951025539933&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 552-3436,"1511 Grant Ave, Gardnerville, NV 89410, USA",38.9238223,-119.7210613,gardnerville,backpacking gear rental; bike shop; camping gear rental; fishing tackle shop; foil board rental; sporting goods store; wing foil rental,2026-06-21
ChIJbd5QgZecmYAReP1vVpaaNzg,Cave Rock - Lake Tahoe Nevada State Park,true,core; gap,canoe; hunting,2,4.7,2111,OPERATIONAL,State Park,http://parks.nv.gov/parks/lake-tahoe-nevada-state-park-2,https://maps.google.com/?cid=4050876360329002360&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 588-7975,"Hwy 50, Glenbrook, NV 89413, USA",39.0423695,-119.9481235,zephyr-cove,canoe rental; guided hunts,2026-06-21
ChIJETtsSaB_K4cRtSoGyOe1hzM,Time To Ride AZ ATV & UTV Rentals,true,core; experience,atv; utv,19,5,2102,OPERATIONAL,Services,https://timetorideaz.com/,https://maps.google.com/?cid=3713136424888183477&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(480) 597-7559,"7171 E Cave Creek Rd Ste j, Cave Creek, AZ 85331, USA",33.827200100000006,-111.92464380000001,carson-city; carson-valley-e; donner-summit; kings-beach; kirkwood; reno; south-lake-tahoe; sparks; truckee; verdi; virginia-city; zephyr-cove,atv tours; rzr rental; side by side rental; utv rental,2026-06-21
ChIJBQQIWL5-K4cRc9QLiSavb90,"Extreme Arizona ATV, UTV & Jet Ski Rentals",true,core,utv,9,4.9,2005,OPERATIONAL,Services,https://extremearizona.com/?utm_source=local&utm_medium=organic&utm_campaign=gbp,https://maps.google.com/?cid=15956164584839828595&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(480) 488-8529,"6921 E Cave Creek Rd, Cave Creek, AZ 85331, USA",33.829708,-111.9317592,carson-valley-e; donner-summit; reno; south-lake-tahoe; truckee; verdi; zephyr-cove,rzr rental; side by side rental; utv rental,2026-06-21
ChIJ4Wp0qpY-mYAR35jT_LQ2Sa8,The Waterpark at Wild Island,true,core,river-tube,2,4.4,1972,OPERATIONAL,Water Park,https://wildisland.com/waterpark/,https://maps.google.com/?cid=12630686780901005535&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 359-2927,"250 Wild Island Ct, Sparks, NV 89434, USA",39.531658,-119.71338499999999,reno; sparks,river float rental,2026-06-21
ChIJXbFzEh-2j4AR4GsMRa49ryA,Sports Basement Sunnyvale,true,core,ice-skate; windsurf,2,4.6,1947,OPERATIONAL,Sporting Goods Store,https://shop.sportsbasement.com/blogs/stores/sunnyvale,https://maps.google.com/?cid=2355168948830104544&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(408) 598-4240,"1177 Kern Ave, Sunnyvale, CA 94085, USA",37.383054,-121.99680599999998,kirkwood; south-lake-tahoe,ice skate rental; windsurfing rental,2026-06-21
ChIJP0pKOOk-mYARan0Ng90GoZM,Summit Racing Equipment,true,core,cycling; utv,3,4.4,1940,OPERATIONAL,Auto Parts Store,http://www.summitracing.com/,https://maps.google.com/?cid=10637791343282060650&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 352-8787,"960 E Glendale Ave, Sparks, NV 89431, USA",39.5279287,-119.7266205,reno; sparks,bike shop; utv rental,2026-06-21
ChIJqUOOn519mYARBrIRx6pj1VU,Bridgetender Tavern and Grill,true,core,cycling,1,4.4,1938,OPERATIONAL,American Restaurant,http://www.tahoebridgetender.com/,https://maps.google.com/?cid=6184959248398660102&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(530) 583-3342,"65 W Lake Blvd, Tahoe City, CA 96145, USA",39.166236999999995,-120.1442506,tahoe-city,bike shop,2026-06-21
