place_id,name,rental_signal,matched_tiers,matched_activities,match_pairs,rating,user_rating_count,business_status,primary_type,website,source_url,phone,address,lat,lng,pure_service_area_business,matched_tile_count,matched_terms,matched_modes,last_verified,possible_duplicate_of,likely_irrelevant
ChIJswimCXhAmYARbcHxHEi_zZc,Sportsman's Warehouse,true,core; gap,alpine-ski; archery; fishing-gear; gear-shop; snowboard,8,4.4,1517,OPERATIONAL,Sporting Goods Store,https://stores.sportsmans.com/sportsmans-warehouse/us/nv/reno/3306-kietzke-lane?utm_source=google&utm_medium=organic&utm_campaign=GMB&y_source=1_OTg4MDE4NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://maps.google.com/?cid=10938609386396959085&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 828-1500,"3306 Kietzke Ln, Reno, NV 89502, USA",39.4920074,-119.78627709999999,false,3,archery pro shop; fishing bait and tackle shop; outdoor gear rental; ski shop; snowboard shop; sporting goods store,standard,2026-06-24,,false
ChIJqfzLx3A_mYARQSrlvQ1UiWI,Enterprise Rent-A-Car,true,core,offroad-4x4,1,4.2,1415,OPERATIONAL,Car Rental Agency,https://www.enterprise.com/en/car-rental-locations/us/nv/reno-tahoe-international-airport-54e2.html?mcid=yext:245709,https://maps.google.com/?cid=7100298705523518017&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(844) 996-0650,"2001 E Plumb Ln, Reno, NV 89502, USA",39.5065368,-119.77544689999999,false,1,4x4 rental,standard,2026-06-24,,true
ChIJYUVMarlAmYARb0lDS3pQVdQ,Junkee Clothing Exchange & Antique Store,true,core,gear-shop,3,4.6,1334,OPERATIONAL,Clothing Store,http://www.junkeeclothingexchange.com/,https://maps.google.com/?cid=15300223795240061295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 322-5865,"299 E Plumb Ln, Reno, NV 89502, USA",39.5068828,-119.80100009999998,false,3,sporting goods store,standard,2026-06-24,,true
ChIJ97RGLQmQmYARoMZiCJbBYBs,Ski Run Marina,true,core; gap,alpine-ski; canoe; fishing-charter; kayak; pontoon; powerboat; pwc; sailing; wakeboard; watersports,15,4.5,1328,OPERATIONAL,Marina,http://skirunmarina.com/,https://maps.google.com/?cid=1972789486918223520&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(530) 544-9500,"900 Ski Run Blvd, South Lake Tahoe, CA 96150, USA",38.9490944,-119.95890989999998,false,2,boat charter; boat rental; canoe rental; fishing charter; jet ski rental; kayak rental; personal watercraft rental; pontoon rental; sailboat rental; ski boat rental; ski rental; watersports rental; waverunner rental,standard,2026-06-24,,false
ChIJCcts2khHmYARV1RFZyD6QGY,Roller Kingdom,true,core,ice-skate,1,4.3,1259,OPERATIONAL,Sports Complex,https://www.rollerkingdom.org/,https://maps.google.com/?cid=7368164007456625751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 329-3472,"515 E 7th St, Reno, NV 89512, USA",39.535807899999995,-119.8072287,false,1,ice skate rental,standard,2026-06-24,,false
ChIJ1dX2qkfXm4ARJXJAHWapnYk,Alpine Base Area at Palisades Tahoe,true,core; experience,alpine-ski; backcountry-ski; snow-tube,5,4.7,1215,OPERATIONAL,Ski Resort,https://www.palisadestahoe.com/explore/palisades-tahoe-ski-resort#tab=alpine-meadows,https://maps.google.com/?cid=9916268210582221349&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(800) 403-0206,"2600 Alpine Meadows Rd, Alpine Meadows, CA 96146, USA",39.164616699999996,-120.2386861,false,2,alpine touring ski rental; ski rental; snow tube rental,standard,2026-06-24,,false
ChIJ4-IvaAZxmYARtBPCc8shjVI,Flume Trail Bikes,true,core,cycling; ebike; gear-shop; mtb,6,4.9,1175,OPERATIONAL,Services,http://www.flumetrailtahoe.com/,https://maps.google.com/?cid=5948447840530469812&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 298-2501,"1115 Tunnel Creek Rd Ste B, Incline Village, NV 89451, USA",39.2337085,-119.9305069,false,1,bike rental; bike shop; downhill bike park rental; ebike rental; mountain bike rental; sporting goods store,standard,2026-06-24,,false
ChIJq6qqnhebmYARgppW84gBCww,Zephyr Cove Marina,true,core; gap,alpine-ski; canoe; fishing-charter; kayak; pontoon; powerboat; pwc; sup; wakeboard; watersports,16,4.6,1140,OPERATIONAL,Marina,https://www.zephyrcove.com/zephyr-cove-marina/zephyr-cove-marina-experience?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,https://maps.google.com/?cid=867789040908671618&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 589-4901,"760 US-50, Zephyr Cove, NV 89448, USA",39.0069598,-119.94869130000001,false,2,boat charter; boat rental; canoe rental; fishing charter; jet ski rental; kayak rental; kayak tours; motorboat rental; paddleboard rental; personal watercraft rental; pontoon rental; ski boat rental; ski rental; watersports rental; waverunner rental,standard,2026-06-24,,false
ChIJ1RQns2A_mYARdvNiaevNSrc,Reno Harley Davidson,true,core,cycling,1,4.5,1106,OPERATIONAL,Store,https://www.renohd.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp+button+link,https://maps.google.com/?cid=13207595268186502006&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 376-9140,"2315 Market St, Reno, NV 89502, USA",39.5154342,-119.7833176,false,1,bike rental,standard,2026-06-24,,false
ChIJGdMkj3A_mYARRfV7GFK36mQ,Budget Car Rental,true,core,offroad-4x4,1,2.8,1081,OPERATIONAL,Car Rental Agency,https://www.budget.com/en/locations/us/nv/reno/rno?utm_source=google&utm_medium=gbp&utm_campaign=budget_gbp,https://maps.google.com/?cid=7271826111569065285&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 524-4420,"2001 E Plumb Ln, Reno, NV 89502, USA",39.5058565,-119.774971,false,1,4x4 rental,standard,2026-06-24,,true
ChIJm8gDU2jom4AReI3ERfRBTQ8,Donner Ski Ranch,true,core; experience,alpine-ski; snow-tube,3,4.4,1047,OPERATIONAL,Ski Resort,http://www.donnerskiranch.com/,https://maps.google.com/?cid=1102610001173974392&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(530) 426-3635,"19320 Donner Pass Rd, Norden, CA 95724, USA",39.3181619,-120.3301365,false,1,ski rental; ski shop; snow tube rental,standard,2026-06-24,,false
ChIJXwBiR9p_mYARjQbBoGrEsHM,Homewood Mountain Resort,true,core,alpine-ski; snowboard,2,4.4,1042,OPERATIONAL,Ski Resort,http://www.skihomewood.com/,https://maps.google.com/?cid=8336378872505370253&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(530) 525-2992,"5145 W Lake Blvd, Homewood, CA 96141, USA",39.085583299999996,-120.1605391,false,1,ski shop; snowboard rental,standard,2026-06-24,,false
ChIJCcWhKwmQmYARTKh8RnD8ccA,Lake Tahoe Cruises / MS Dixie II,true,core,powerboat,1,4.4,995,OPERATIONAL,Tour Agency,https://www.zephyrcove.com/lake-tahoe-cruises/cruise-experience?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,https://maps.google.com/?cid=13867142286799579212&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(800) 238-2463,"760 US-50, Zephyr Cove, NV 89488, USA",39.0068062,-119.94838550000001,false,1,boat charter,standard,2026-06-24,ChIJq6qqnhebmYARgppW84gBCww,false
ChIJQ_8LcXs_mYARY8aeIKZPAuY,Cycle Gear,true,core,alpine-ski; cycling; gear-shop,4,4.8,988,OPERATIONAL,Store,https://www.cyclegear.com/stores/cycle-gear-reno-nv-store-155,https://maps.google.com/?cid=16573897153607288419&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 393-2640,"1296 E Plumb Ln, Reno, NV 89502, USA",39.505238299999995,-119.7821634,false,2,bike shop; ski shop; sporting goods store,standard,2026-06-24,,false
ChIJTzn0DcAKmYARxoee15mGbs0,C-A-L Ranch Stores,true,core; gap,fishing-gear; gear-shop,2,4.4,936,OPERATIONAL,Food Store,https://www.calranch.com/about/store-locations/carson-city,https://maps.google.com/?cid=14802917020519008198&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 461-2213,"2035 N Carson St, Carson City, NV 89706, USA",39.1803665,-119.7658386,false,1,fishing bait and tackle shop; sporting goods store,standard,2026-06-24,,false
ChIJEX5qpzPem4AR2kiYG4noB9Q,Mountain Hardware & Sports,true,core; gap,alpine-ski; backpacking; camping; climbing; cycling; fishing-gear; fly-fishing; gear-shop,10,4.7,925,OPERATIONAL,Hardware Store,http://www.mountainhardwareandsports.com/,https://maps.google.com/?cid=15278435936448825562&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(530) 587-4844,"11320 Donner Pass Rd, Truckee, CA 96161, USA",39.3266598,-120.20805569999999,false,1,backpacking gear rental; bike shop; camping gear rental; climbing gear rental; fishing bait and tackle shop; fly fishing outfitter; outdoor equipment rental; outdoor gear rental; ski shop; sporting goods store,standard,2026-06-24,,false
ChIJ5YUpwno_mYARfkLbBWaU2-w,Reno Tahoe Rental Car,true,core,offroad-4x4,2,5,916,OPERATIONAL,Car Rental Agency,http://www.renotahoerentalcar.com/,https://maps.google.com/?cid=17067398378756457086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(530) 291-1799,"1755 E Plumb Ln #168, Reno, NV 89502, USA",39.506831999999996,-119.77916400000001,false,1,4x4 rental; off road jeep rental,standard,2026-06-24,,true
ChIJFXdv_-CamYARFr_F-9yo_ZY,Round Hill Pines Beach Resort,true,core,pwc,1,4.6,899,OPERATIONAL,Marina,http://roundhillpinesresort.com/,https://maps.google.com/?cid=10880037941867298582&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 588-3055,"300 US-50, Zephyr Cove, NV 89448, USA",38.990013499999996,-119.95244790000001,false,1,jet ski rental,standard,2026-06-24,,false
ChIJBSRht_oVmYARaToiq4-KMLA,Camping World - Reno,true,core,camping,1,4,869,OPERATIONAL,Car Dealer,https://rv.campingworld.com/dealer/reno-nevada,https://maps.google.com/?cid=12695799699213531753&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(844) 936-1026,"9125 S Virginia St, Reno, NV 89511, USA",39.446084299999995,-119.77628969999999,false,1,camping gear rental,standard,2026-06-24,,false
ChIJzyEEtN-amYARRRhbkQCJ28k,Lake Tahoe Bleu Wave,true,core,powerboat; sailing,2,4.8,837,OPERATIONAL,Tour Agency,http://www.tahoebleuwave.com/,https://maps.google.com/?cid=14545370057054820421&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 588-9283,"2435 Venice Dr E, South Lake Tahoe, CA 96150, USA",38.9354674,-120.00245329999998,false,1,boat charter; sailboat rental,standard,2026-06-24,,false
ChIJBZcd8AtEmYARx_aUHcBwAFQ,Patagonia Outlet,true,core,alpine-ski; backcountry-ski; gear-shop; snowboard,7,4.3,797,OPERATIONAL,Clothing Store,https://www.patagonia.com/stores/nv/reno/130-south-center-street/store_reno.html,https://maps.google.com/?cid=6052961869618280135&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 746-6878,"130 S Center St, Reno, NV 89501, USA",39.524008099999996,-119.81046389999999,false,3,backcountry ski rental; outdoor equipment rental; ski shop; snowboard shop; sporting goods store,standard,2026-06-24,,true
ChIJQ9CNBxgVmYARWYRFC6jt0AI,Michael's Reno Powersports,true,core,alpine-ski; cycling; gear-shop,3,4.2,788,OPERATIONAL,Sporting Goods Store,https://www.michaelsreno.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB-service,https://maps.google.com/?cid=202923289231066201&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(888) 949-2453,"10828 S Virginia St, Reno, NV 89511, USA",39.435506,-119.76602989999998,false,1,bike shop; ski shop; sporting goods store,standard,2026-06-24,,false
ChIJZ5_s3QygmYARF1o4clHxktQ,Sportsman's Warehouse,true,core; gap,alpine-ski; archery; fishing-gear; gear-shop; snowboard,6,4.3,773,OPERATIONAL,Sporting Goods Store,https://stores.sportsmans.com/sportsmans-warehouse/us/nv/carson-city/1443-s-carson-st?utm_source=google&utm_medium=organic&utm_campaign=GMB&y_source=1_OTg4MDE1Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://maps.google.com/?cid=15317570614751418903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 884-2100,"1443 S Carson St, Carson City, NV 89701, USA",39.1549918,-119.76596740000001,false,1,archery pro shop; archery range; fishing bait and tackle shop; ski shop; snowboard shop; sporting goods store,standard,2026-06-24,ChIJswimCXhAmYARbcHxHEi_zZc,false
ChIJeSCA0iI6mYARdGkgQxgKutM,Red Hawk Golf and Resort,true,core,gear-shop,1,4.4,771,OPERATIONAL,Golf Course,http://www.redhawkgolfandresort.com/,https://maps.google.com/?cid=15256517786992666996&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 626-6000,"6600 N Wingfield Pkwy, Sparks, NV 89436, USA",39.6138054,-119.688002,false,1,sporting goods store,standard,2026-06-24,,false
ChIJD3avUso4mYAR2QXhujRxf6E,Yim's Market,true,core,gear-shop,1,4.5,770,OPERATIONAL,Asian Grocery Store,http://www.yimsmarket.com/,https://maps.google.com/?cid=11637144433436198361&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 356-8949,"1210 Rock Blvd, Sparks, NV 89431, USA",39.5437272,-119.76298010000001,false,1,sporting goods store,standard,2026-06-24,,false
ChIJIxqpMOs-mYARPlB7h4RIGrY,Nike Factory Store - Reno,true,core,gear-shop,1,4.3,749,OPERATIONAL,Sportswear Store,https://www.nike.com/retail/s/nike-factory-store-reno?cp=84620811901_seo_%3Fcp%3D84620811901_seo_&y_source=1_NTQzNzQ1NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://maps.google.com/?cid=13121880198343249982&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 358-7871,"1330 Scheels Drive Suite 162, Sparks, NV 89434, USA",39.5319122,-119.7213895,false,1,sporting goods store,standard,2026-06-24,,false
ChIJVQaY73VAmYARn0kEp4dptlI,Big 5 Sporting Goods,true,core; gap,alpine-ski; cycling; fishing-gear; gear-shop; snowboard,7,4.1,705,OPERATIONAL,Sporting Goods Store,http://www.big5sportinggoods.com/,https://maps.google.com/?cid=5960067188215007647&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 825-2322,"4986 S Virginia St, Reno, NV 89502, USA",39.480582,-119.78983400000001,false,3,bike shop; fishing bait and tackle shop; ski shop; snowboard shop; sporting goods store,standard,2026-06-24,,false
ChIJM8iGv2Y_mYARCxSHEBDhIao,Hertz Car Rental - Reno - Reno-tahoe International Airport (RNO),true,core,offroad-4x4,1,3.2,691,OPERATIONAL,Car Rental Agency,https://www.hertz.com/us/en/location/unitedstates/nevada/reno/rnot11?utm_campaign=gmb-Hertz-Car-Rental---Reno---Reno-tahoe-International-Airport--RNO-&utm_medium=gmb-websitelink&utm_source=Google,https://maps.google.com/?cid=12259327119792215051&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 785-2554,"2001 E Plumb Ln, Reno, NV 89502, USA",39.5064688,-119.77544959999999,false,1,4x4 rental,standard,2026-06-24,,true
ChIJsRuSdXhAmYARo6QPPBITgzo,Savers,true,core,cycling,1,3.8,662,OPERATIONAL,Thrift Store,https://stores.savers.com/nv/reno/savers-thrift-store-1122.html,https://maps.google.com/?cid=4216234645186913443&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 284-4350,"3800 Kietzke Ln #250, Reno, NV 89502, USA",39.4869887,-119.7870253,false,1,bike shop,standard,2026-06-24,,true
ChIJ97RGLQmQmYAR4yblqbMOXbI,Tahoe Sports Ski Run Boat Company,true,core,alpine-ski; canoe; kayak; pontoon; powerboat; pwc; sailing; snowboard; sup; wakeboard; watersports,19,4,656,OPERATIONAL,Services,http://tahoesports.com/,https://maps.google.com/?cid=12852445076397565667&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(530) 544-0200,"900 Ski Run Blvd Suite 103, South Lake Tahoe, CA 96150, USA",38.9493625,-119.95913870000001,false,2,boat charter; boat rental; canoe rental; jet ski rental; kayak rental; kayak tours; motorboat rental; paddleboard rental; personal watercraft rental; pontoon rental; sailboat rental; ski boat rental; ski rental; ski shop; snowboard rental; wakeboard boat rental; watersports rental; waverunner rental,standard,2026-06-24,,false
ChIJO7BF1vZ9mYARZxfHHeZiCXs,Sunnyside Marina & Watersport Rentals,true,core,alpine-ski; canoe; kayak; pontoon; powerboat; pwc; sailing; sup; wakeboard; watersports,17,4.8,625,OPERATIONAL,Services,https://marinasunnyside.com/?utm_source=gmb&utm_medium=gmb&utm_campaign=gmb,https://maps.google.com/?cid=8865726081937119079&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(530) 583-7201,"1835 W Lake Blvd, Tahoe City, CA 96145, USA",39.1392194,-120.15512310000001,false,1,boat charter; boat rental; canoe rental; jet ski rental; kayak rental; kayak tours; motorboat rental; paddleboard rental; personal watercraft rental; pontoon rental; sailboat rental; ski boat rental; ski rental; ski shop; wakeboard boat rental; watersports rental; waverunner rental,standard,2026-06-24,,false
ChIJS8TtqYdAmYARD5obmP5i4Eg,168 Asian Market,true,core,gear-shop,3,4.3,622,OPERATIONAL,Asian Grocery Store,http://168asianmarketreno.com/,https://maps.google.com/?cid=5251306011127159311&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 823-9918,"3090 S Virginia St, Reno, NV 89502, USA",39.495263,-119.7977435,false,3,sporting goods store,standard,2026-06-24,,false
ChIJOTMlK0mPmYARuUiisyT708U,Pine Nut Ebike Rentals South Lake Tahoe,true,core,cycling; dirtbike; ebike; mtb; snowboard; sup,7,5,609,OPERATIONAL,Services,https://www.pinenutebikerentals.com/,https://maps.google.com/?cid=14255013380608903353&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(530) 600-5313,"871 Emerald Bay Rd Unit B, South Lake Tahoe, CA 96150, USA",38.916868199999996,-120.00866939999999,false,1,bike rental; bike shop; dirt bike rental; ebike rental; mountain bike rental; paddleboard rental; snowboard rental,standard,2026-06-24,,false
