"status","rank","source","name","place_id","website","rents_gear","categories","review_categories","confidence","evidence_snippet","note","rental_page_urls","checked_urls"
"needs_review","233","original","Tahoe Paradise Boat Rentals","ChIJgRu3rMQ_mYARkVW9PH_qKV4","","false","-","water_sports","low","Tahoe Paradise Boat Rentals tahoeparadiseboatrental tahoeparadiseboatrental point_of_interest service establishment","Insufficient positive evidence for a confirmed triaged rental verdict.","",""
"needs_review","280","sweep","Sky Tavern Ski Area","ChIJFZVNNyJsmYARqosfF4RISB4","http://www.skytavern.com/","false","-","snow_sports, mountain_biking","low","ski_resort tourist_attraction sports_activity_location point_of_interest establishment https://www.skytavern.org/ Sky Tavern - Reno Tahoe's Learn to Ski & Ride Nonprofit 0 Skip to Content SNOW Learn to Ski and Ride Team Programs Ski Patroller Ski Swap Bus Tickets FAQ Uphill Policy Winter Trail Map Volunteer Opportunity BIKE Mountain Bike Park Memberships & Shuttle Riders in the Sky Skills Clinics Women's MTB Camp MAY","Insufficient positive evidence for a confirmed triaged rental verdict.","","https://www.skytavern.org/"
"needs_review","298","sweep","Blue Sun Boat Rentals","ChIJQyqVfYmbmYARRq9JoIFNTlo","","false","-","water_sports","low","Blue Sun Boat Rentals Blue Sun Boat Rentals Blue Sun Boat Rentals service establishment","Insufficient positive evidence for a confirmed triaged rental verdict.","",""
"needs_review","390","sweep","Hope Valley Outdoors","ChIJ8X4WX_jsmYARZDHIUyU4Gjk","","false","-","-","low","Hope Valley Outdoors Hope Valley Outdoors Hope Valley Outdoors camping_cabin tourist_attraction lodging point_of_interest establishment","Insufficient positive evidence for a confirmed triaged rental verdict.","",""
"needs_review","402","sweep","Playa E-bike Rentals","ChIJTd9mm5rdi6kR6PV01YzawMA","","false","-","road_cycling, electric_transport","low","Playa E-bike Rentals Playa E-bike Rentals Playa E-bike Rentals service establishment","Insufficient positive evidence for a confirmed triaged rental verdict.","",""
"needs_review","405","sweep","Bearry Sweet","ChIJT3AtiYuRmYAR7mv9uZ9N700","https://bearrysweet.com/","false","-","-","low","Order Start Build your own dreams Or someone else will hire you to build theirs.","Insufficient positive evidence for a confirmed triaged rental verdict.","","https://bearrysweet.com/"
"needs_review","423","sweep","West Shore Lake Tahoe eBike Rentals","ChIJawj8cqZzG6gRPhrCJDxWM7c","","false","-","road_cycling, electric_transport","low","West Shore Lake Tahoe eBike Rentals West Shore Lake Tahoe eBike Rentals West Shore Lake Tahoe eBike Rentals service establishment","Insufficient positive evidence for a confirmed triaged rental verdict.","",""
"needs_review","429","sweep","Slant Skis","ChIJvTXOCrjXm4ARCjpfzIBOhIQ","http://www.slantskis.com/","false","-","snow_sports","low","Slant Skis http://www.slantskis.com/ Slant Skis Slant Skis manufacturer point_of_interest establishment","Insufficient positive evidence for a confirmed triaged rental verdict.","","http://www.slantskis.com/"
"needs_review","436","sweep","Bijou Bike Park","ChIJvd6wZwCRmYARCxZeVJnQF7w","https://tamba.org/projects/bijou-bike-park/","false","-","snow_sports, mountain_biking, electric_transport","low","Bijou Bike Park https://tamba.org/projects/bijou-bike-park/ Bijou Bike Park Bijou Bike Park park point_of_interest establishment https://tamba.org/projects/bijou-bike-park/ Bijou Bike Park - TAMBA Skip to main content Hit enter to search or ESC to close Close Search Menu About History and Mission Board and Leadership Annual Reporting Strategic Plan 2020-2025 Sponsors Get In Touch Careers Trails Trails Tahoe Trail Con","Insufficient positive evidence for a confirmed triaged rental verdict.","","https://tamba.org/projects/bijou-bike-park/"
"needs_review","440","sweep","Tahoe LED Dance Floors","ChIJNdEeoIrfm4ARYNp6lc4W8O8","https://tahoeleddancefloors.com/","false","-","-","low","Tahoe LED Dance Floors https://tahoeleddancefloors.com/ Tahoe LED Dance Floors Tahoe LED Dance Floors point_of_interest service establishment https://tahoeleddancefloors.com/ Tahoe LED Dance Floors Tahoe LED Dance Floors Tahoe LED Dance Floors Tahoe LED Dance Floors Tahoe LED Dance Floors <div data-ux=""GridCell"" class=""x-el x-el-div c1-1 c1-2 c1-39 c1-3d c1-3e c1-3f c1-27 c1-3b c1-19 c1-3c c1-1a c1-1h c1-x c1- Tahoe ","Insufficient positive evidence for a confirmed triaged rental verdict.","","https://tahoeleddancefloors.com/"
"needs_review","443","sweep","Mountain Area Rentals","ChIJW6kImnuXmYARUnNyzKWfEGU","https://mountainarearentals.com/","false","-","-","low","Mountain Area Rentals https://mountainarearentals.com/ Mountain Area Rentals Mountain Area Rentals point_of_interest service establishment https://www.mountainarearentals.com/ Home | VINTAGE by V top of page Mountain Area Rentals Home About Us Use tab to navigate through the menu items.","Insufficient positive evidence for a confirmed triaged rental verdict.","","https://www.mountainarearentals.com/ https://www.mountainarearentals.com/our-services"
"needs_review","453","sweep","Viking Ski Club","ChIJpwVmHu_nm4ARKAzWNISxA9M","https://sfvikingskiclub.org/","false","-","snow_sports","low","Viking Ski Club https://sfvikingskiclub.org/ Viking Ski Club Viking Ski Club camping_cabin lodging point_of_interest establishment https://sfvikingskiclub.org/ Viking Ski Club Viking Ski Club Home About VSC Our Cabin Become a Member Events Contact Us Weather Viking Swag Members Corner Home About VSC Our Cabin Become a Member Events Contact Us Weather Viking Swag Members Corner Welcome to the Viking Ski & Outdoor Club","Insufficient positive evidence for a confirmed triaged rental verdict.","","https://sfvikingskiclub.org/"
"needs_review","474","sweep","Tallac Boat Rentals","ChIJPy-vnMaRmYARMiIj40_5Bzw","","false","-","water_sports","low","Tallac Boat Rentals Tallac Boat Rentals Tallac Boat Rentals point_of_interest service establishment","Insufficient positive evidence for a confirmed triaged rental verdict.","",""
"needs_review","477","sweep","Stagecoach lodge ski rental","ChIJK_GyTQCRmYARnDpDY9yRCVc","","false","-","snow_sports","low","Stagecoach lodge ski rental Stagecoach lodge ski rental Stagecoach lodge ski rental point_of_interest service establishment","Insufficient positive evidence for a confirmed triaged rental verdict.","",""
"needs_review","491","sweep","Sierramobilebikes","ChIJl9xKe8plmYARaBNWk8Lbshw","","false","-","road_cycling, electric_transport","low","Sierramobilebikes Sierramobilebikes Mobile delivery service offering electric bicycle rentals to be brought right to your doorstep.","Insufficient positive evidence for a confirmed triaged rental verdict.","",""
"needs_review","498","sweep","Carson City Centennial Park Archery Range","ChIJYxHckB8KmYARtyYl0qc4ZRU","http://www.clearcreekbowmen.com/","false","-","snow_sports","low","Perfect for all skill levels.","Insufficient positive evidence for a confirmed triaged rental verdict.","","https://clearcreekbowmen.com/"
"needs_review","505","sweep","Five Dot Ranch Fly Fishing","ChIJlyLTgC1BmYARQR1IEeAMWTA","http://fivedotflyfishing.com/?page_id=246","false","-","water_sports","low","400-Acre Private Catch & Release Trout Fishery Located 17 Miles North of Susanville, CA Five Dot Fly Fishing Club | Premier Private Trout Fishery Five Dot Fly Fishing Club is situated on one of California's largest private stillwater fisheries; Round Valley Reservoir.","Insufficient positive evidence for a confirmed triaged rental verdict.","","https://www.fivedotflyfishing.com/ https://www.fivedotflyfishing.com/rates"
"needs_review","507","sweep","Donner Summit SNO-Park","ChIJCbjInirmm4AR4qHf5fDwlgY","http://ohv.parks.ca.gov/?page_id=23055","false","-","snow_sports, off_road, electric_transport","low","park tourist_attraction point_of_interest establishment https://ohv.parks.ca.gov/?page_id=23053 Hope Valley About Us Contact Us Parks Home OHV Home About Us Mission Statement FAQs Planning Publications / Reports Winter Recreation Contact Information OHV Safety Week SVRAs Carnegie SVRA Clay Pit SVRA Eastern Kern County Onyx Ranch SVRA Heber Dunes SVRA Hollister Hills SVRA Hungry Valley SVRA Oceano Dunes SVRA Ocotillo ","Insufficient positive evidence for a confirmed triaged rental verdict.","","https://ohv.parks.ca.gov/?page_id=23053"
"needs_review","510","sweep","Blackwood Canyon SNO-PARK","ChIJOUn9gx1-mYAR98WK7QvzBOY","http://ohv.parks.ca.gov/?page_id=23061","false","-","snow_sports, off_road, electric_transport","low","park tourist_attraction point_of_interest establishment https://ohv.parks.ca.gov/?page_id=23053 Hope Valley About Us Contact Us Parks Home OHV Home About Us Mission Statement FAQs Planning Publications / Reports Winter Recreation Contact Information OHV Safety Week SVRAs Carnegie SVRA Clay Pit SVRA Eastern Kern County Onyx Ranch SVRA Heber Dunes SVRA Hollister Hills SVRA Hungry Valley SVRA Oceano Dunes SVRA Ocotillo ","Insufficient positive evidence for a confirmed triaged rental verdict.","","https://ohv.parks.ca.gov/?page_id=23053"
"needs_review","513","sweep","Adventure Mountain Lake Tahoe","ChIJXdsqRPeMmYARPFveJrnfz5g","","false","-","-","low","Adventure Mountain Lake Tahoe cafe food point_of_interest establishment","Insufficient positive evidence for a confirmed triaged rental verdict.","",""
"out_of_scope","34","original","Cloud of Goods Reno","ChIJlesyeO9NNSIR4-yHkkq9kkU","https://www.cloudofgoods.com/reno-nv?utm_source=GMB-RNO&utm_medium=organic","true","-","-","low","Cloud of Goods is a rental marketplace/service, but the available evidence is for general travel, mobility, baby, and event-style items rather than RADvisor recreation categories.","Rents things, but no confirmed in-domain recreational gear in fetched evidence.","https://www.cloudofgoods.com/reno-nv?utm_source=GMB-RNO&utm_medium=organic","https://www.cloudofgoods.com/reno-nv?utm_source=GMB-RNO&utm_medium=organic"
"out_of_scope","267","sweep","Float Reno","ChIJ4XP3hnRmFUQRwCjwaFfHQaY","http://www.floatreno.com/","true","-","-","medium","Bring Your Own Tube Package $35 (Adults and Children 8+) Book Now ✅ Bring Your Own Tube - any style welcome (must deflate for shuttle) ✅ Life Jacket - included for your safety ✅ Shuttle to River Drop-In point ✅ Inflation station access (all tube types) ✅ Pre-float safety briefing ✅ Public Launch Point Access ✅ Float Reno Navigation App ✅ Exclusive Perks at Local Bars & Restaurants ✅ Optional rentals: Premium tubes, L","Rental business, but available evidence points outside RADvisor categories.","","https://www.floatreno.com/ https://www.floatreno.com/book-river-float"
"out_of_scope","455","sweep","Molten USA","ChIJRyJ1NgsVmYARCpL3Xe7faWA","http://www.moltenusa.com/","true","-","-","medium","is pleased to announce that the National Junior Collegiate Athletic Association (NJ read more May 14th 2020 MOLTEN REMAINS THE OFFICIAL MEN’S VOLLEYBALL FOR THE NATIONAL ASSOCIATION OF INTERCOLLEGIATE ATHLETICS Reno, NV.","Rental business, but available evidence points outside RADvisor categories.","","https://moltenusa.com/ https://moltenusa.com/volleyball/ https://moltenusa.com/beach-volleyball/ https://moltenusa.com/soccer/ https://moltenusa.com/basketball/ https://moltenusa.com/handball/"
"triaged","1","","Worldwide Cyclery","ChIJwSwnjo03mYARYgUbPLXhQS0","https://www.worldwidecyclery.com/","true","mountain_biking","-","high","The footer links to Demo Bike Program. That page says the Reno, NV location has boutique bikes available to demo, lists demo rates, and lists bikes currently available for demo in NV.","Confirmed paid mountain-bike demo program, not just retail sales. Demo qualifies as positive acquisition evidence under Pass A. Treat as mountain_biking; do not create a demo category.","https://worldwidecyclery.com/pages/demo-bike-program","https://www.worldwidecyclery.com/ https://worldwidecyclery.com/pages/demo-bike-program"
"triaged","2","original","Action Watersports at Lakeside Marina","ChIJz27tiZ-amYARUgJHvRMubbg","http://www.action-watersports.com/","true","water_sports","-","high","The site offers boat rentals, jet ski rentals, and kayak/SUP/pedal boat rentals, with Lakeside Marina rental pages and prices.","All confirmed rentals are water-sports equipment.","https://action-watersports.com/boat-rentals/ https://action-watersports.com/jet-ski-rentals/ https://action-watersports.com/kayak-paddle-board-rentals/ https://action-watersports.com/lakeside-marina-rentals/","https://action-watersports.com/ https://action-watersports.com/boat-rentals/ https://action-watersports.com/jet-ski-rentals/ https://action-watersports.com/kayak-paddle-board-rentals/ https://action-watersports.com/lakeside-marina-rentals/"
"triaged","3","original","Action Watersports at Timber Cove Marina","ChIJQc7aFQSQmYAR-OvmOAaFzzk","http://www.action-watersports.com/","true","water_sports","-","high","Action Watersports lists boat, jet ski, kayak, SUP, pedal boat, and related water-toy rentals with bookable rental pages.","Site says Timber Cove is no longer operating, but the operator itself is a confirmed water-sports renter.","https://action-watersports.com/boat-rentals/ https://action-watersports.com/jet-ski-rentals/ https://action-watersports.com/kayak-paddle-board-rentals/","https://action-watersports.com/ https://action-watersports.com/boat-rentals/ https://action-watersports.com/jet-ski-rentals/ https://action-watersports.com/kayak-paddle-board-rentals/"
"triaged","4","original","Adrift Tahoe","ChIJFZUMgCx7mYARHHrlmZXu1t0","http://www.standuppaddletahoe.com/","true","water_sports","-","high","The rental page lists hourly and daily rates for stand-up paddle boards, kayaks, canoes, OC1s, and large Ride XL boards.","Confirmed paddle-sports rental outfitter.","https://www.adrifttahoe.com/rentals","https://www.adrifttahoe.com/ https://www.adrifttahoe.com/rentals"
"triaged","5","original","Adventure Lake Tahoe","ChIJI4L6yJGRmYARfBLy5H-ZHGY","http://adventureslaketahoe.com/","true","water_sports, snow_sports","off_road, electric_transport, fishing","medium","The home page says Electric Hydrofoil has lessons and rentals and lists Snow Bike Rental and Tour. ATV, e-bike, and kayak-fishing signals look more like guided experiences in the fetched text.","Confirmed eFoil and snow-bike rental signals; other activity types need Pass B/review confirmation.","https://www.adventureslaketahoe.com/","https://www.adventureslaketahoe.com/ https://www.adventureslaketahoe.com/efoil https://www.adventureslaketahoe.com/snowbike-tour"
"triaged","6","original","Adventure Scuba Center","ChIJ7zT543dAmYAROJg-2K9kqGA","http://www.renoscuba.com/","true","water_sports","-","high","The rental-rates page lists scuba equipment rentals including tanks, wetsuits, fins, BCD, regulator setup, drysuit, dive flag, weights, and a daily rental gear set.","Scuba rental equipment mapped to water_sports.","https://renoscuba.com/rental-rates","https://renoscuba.com/ https://renoscuba.com/rental-rates"
"triaged","9","original","Anderson's Bicycle Rental","ChIJD5DUGp-PmYARqD8tvPx1aHE","http://www.andersonsbicyclerental.com/","true","mountain_biking, road_cycling, electric_transport","-","medium","The business is a bicycle-rental outlet and the fetched/Google evidence describes bike rentals and e-bikes off the trail.","Bike type mix includes e-bikes; trail/path use supports mountain_biking and road_cycling recall.","https://www.andersonsbicyclerental.com/","https://www.andersonsbicyclerental.com/"
"triaged","11","original","Baldwin Beach Kayak Tahoe","ChIJNXFuBOCFmYARtl4ApM3dPTI","http://kayaktahoe.com/","true","water_sports","-","high","Kayak Tahoe lists kayak and stand-up paddleboard rental rates for single kayaks, double kayaks, and paddleboards.","Confirmed water-sports rental location.","https://kayaktahoe.com/","https://kayaktahoe.com/"
"triaged","12","original","Battle Born Boat Rentals","ChIJsXRiAIV9mYAREG8b5Eb_UG4","https://boattahoe.com/","true","water_sports","-","medium","The operator name and site evidence identify a boat-rental business for Lake Tahoe.","Confirmed boat-rental operator from fetched evidence.","https://boattahoe.com/","https://boattahoe.com/"
"triaged","13","original","Battle Born Powersports","ChIJx0JixluZmYARnFheZMbToY4","http://www.battlebornpowersports.com/","true","off_road","-","medium","Google/fetched evidence describes an ATV rental shop offering Polaris RZRs for customers to explore open land and trails.","ATV/Polaris RZR rentals map to off_road.","https://www.battlebornpowersports.com/","https://www.battlebornpowersports.com/"
"triaged","15","original","Big Blue Bike Rentals and Tours","ChIJjap9hHRxmYARaDQX4il7rik","http://bigbluebikerentals.com/","true","mountain_biking, road_cycling, electric_transport","-","medium","The operator is a bicycle rental shop offering self-guided rides/tours on the East Shore Bike Path and Flume Trail, including e-bike rental signals.","Self-guided bike rentals; include path/trail and e-bike categories for recall.","http://bigbluebikerentals.com/","http://bigbluebikerentals.com/"
"triaged","17","original","Bike Truckee","ChIJIetiKMDfm4ARMau5JRoa_EU","https://www.truckeebikerentals.com/","true","road_cycling, electric_transport","mountain_biking","medium","The site/operator evidence describes electric bikes for sale and rent plus repair service.","Confirmed e-bike rentals; mountain-bike use should be reviewed if inventory supports trail bikes.","https://www.truckeebikerentals.com/","https://www.truckeebikerentals.com/"
"triaged","18","original","Pedego Electric Bikes Reno","ChIJLfhCPFg_mYARYH9oMiSQ3_M","http://www.pedegoreno.com/","true","road_cycling, electric_transport","-","medium","The listing/evidence identifies Bikepath E-Bike Rentals/Pedego Electric Bikes Reno as an e-bike rental operator.","Electric bike rentals; road/path cycling use.","http://www.pedegoreno.com/","http://www.pedegoreno.com/"
"triaged","19","original","Black Rock Bicycles","ChIJMaQNh15ImYARe7EyWm5l1_w","http://www.blackrockbicycles.com/","true","mountain_biking, road_cycling, electric_transport","-","medium","Google/fetched evidence says the shop offers mountain, electric, and road bikes as well as rentals and repairs.","Include all bike categories explicitly named in the evidence.","http://www.blackrockbicycles.com/","http://www.blackrockbicycles.com/"
"triaged","20","original","Black Tie Bike Rentals North Tahoe","ChIJJ1bqK9BhmYAR0mLvJWN5JUo","https://www.blacktiesummer.com/north-tahoe/","true","mountain_biking, road_cycling, electric_transport","-","medium","The Black Tie Summer North Tahoe page is for bike rentals, with North Tahoe delivery/rental service evidence.","Bike rental category mix kept broad for recall.","https://www.blacktiesummer.com/north-tahoe/","https://www.blacktiesummer.com/north-tahoe/"
"triaged","21","original","Black Tie Ski Rentals of North Lake Tahoe","ChIJB2hw9tJhmYARAOxZjb7NGRU","https://www.blacktieskis.com/north-tahoe/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=black-tie-ski-rental-of-north-tahoe&utm_content=north-tahoe","true","snow_sports, mountain_biking, road_cycling, electric_transport, water_sports","-","medium","The evidence describes ski and snowboard rental equipment, and Google notes the North Tahoe location also rents e-bikes, kayaks, and paddle boards.","Seasonal summer categories included from listing evidence for recall.","https://www.blacktieskis.com/north-tahoe/ https://www.blacktieskis.com/equipment/","https://www.blacktieskis.com/north-tahoe/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=black-tie-ski-rental-of-north-tahoe&utm_content=north-tahoe https://www.blacktieskis.com/equipment/"
"triaged","22","original","BlueZone Sports - Carson City","ChIJdWSt3M-hmYARaK4ho-Iv6rQ","http://www.bluezonesports.com/","true","snow_sports, mountain_biking, road_cycling, electric_transport, water_sports","camping","medium","BlueZone's rental page says its stores provide ski, snowboard, snowshoe, bike, kayak, and SUP rentals.","Location-specific inventory may vary; broad BlueZone rental categories kept for Pass B recall.","https://www.bluezonesports.com/rentals/","https://www.bluezonesports.com/ https://www.bluezonesports.com/rentals/ https://www.bluezonesports.com/bikes https://www.bluezonesports.com/watersports https://www.bluezonesports.com/snowsports"
"triaged","23","original","BlueZone Sports - South Lake Tahoe","ChIJD8M1RrqPmYARqqE-H3snqWg","http://www.bluezonesports.com/","true","snow_sports, mountain_biking, road_cycling, electric_transport, water_sports","camping","medium","BlueZone's rental page says its stores provide ski, snowboard, snowshoe, bike, kayak, and SUP rentals.","Location-specific inventory may vary; broad BlueZone rental categories kept for Pass B recall.","https://www.bluezonesports.com/rentals/","https://www.bluezonesports.com/ https://www.bluezonesports.com/rentals/ https://www.bluezonesports.com/bikes https://www.bluezonesports.com/watersports https://www.bluezonesports.com/snowsports"
"triaged","24","original","BlueZone Sports - Tahoe City","ChIJPVNwMnt9mYARjCm76sJdqbE","https://www.bluezonesports.com/","true","snow_sports, mountain_biking, road_cycling, electric_transport, water_sports","camping","medium","BlueZone's rental page says its stores provide ski, snowboard, snowshoe, bike, kayak, and SUP rentals.","Location-specific inventory may vary; broad BlueZone rental categories kept for Pass B recall.","https://www.bluezonesports.com/rentals/","https://www.bluezonesports.com/ https://www.bluezonesports.com/rentals/ https://www.bluezonesports.com/bikes https://www.bluezonesports.com/watersports https://www.bluezonesports.com/snowsports"
"triaged","25","original","Bobo's Ski & Patio","ChIJqyv1rH9AmYARtgff-7iWsyQ","http://www.bobos.com/","true","snow_sports","-","high","Bobo's lists ski and snowboard season lease packages and an on-site rental department for ski/board services.","Patio furniture sales are out of scope; ski/snowboard rentals are in scope.","https://www.bobos.com/Season-Leases.html https://www.bobos.com/Ski-Snowboard-Services.html","https://www.bobos.com/ https://www.bobos.com/Season-Leases.html https://www.bobos.com/Ski-Snowboard-Services.html"
"triaged","26","original","CV Sports","ChIJRwzm8KuQmYARyjfiJy1ABWs","https://cvsports.biz/","true","snow_sports","-","high","CV Sports advertises ski, snowboard, snowshoe, clothing, and helmet rental packages and has an equipment reservation form.","Winter rental shop.","https://www.cvsports.biz/ https://www.cvsports.biz/packagess","https://www.cvsports.biz/ https://www.cvsports.biz/packagess https://www.cvsports.biz/copy-of-contact"
"triaged","27","original","Camp Richardson Marina","ChIJ87kKrIuFmYARPZsnLzFwDFs","https://action-watersports.com/camp-richardson-marina/","true","water_sports","-","high","The Camp Richardson Marina page lists boat rentals, jet ski rentals, and kayak/SUP rentals through Action Watersports.","Confirmed marina water-sports rentals.","https://action-watersports.com/camp-richardson-marina/ https://action-watersports.com/boat-rentals/ https://action-watersports.com/jet-ski-rentals/ https://action-watersports.com/kayak-paddle-board-rentals/","https://action-watersports.com/camp-richardson-marina/ https://action-watersports.com/boat-rentals/ https://action-watersports.com/jet-ski-rentals/ https://action-watersports.com/kayak-paddle-board-rentals/"
"triaged","28","original","Camp Richardson Mountain Sports Center","ChIJ87kKrIuFmYARe1NNd8uMRh8","https://camprichardsonresort.com/rentals/","true","water_sports","snow_sports, mountain_biking, road_cycling","medium","The current rentals page lists beach rentals, including stand-up paddleboards and single/double kayaks with paddles and life jackets.","Google mentions seasonal bicycles and snowshoes; current fetched page only confirmed water rentals.","https://camprichardsonresort.com/rentals/","https://camprichardsonresort.com/rentals/ https://camprichardsonresort.com/shuttle-service/"
"triaged","29","original","Clearly Tahoe","ChIJPTg0tSKbmYARgDzXqwNGgqo","http://www.clearlytahoe.com/","true","water_sports, mountain_biking, road_cycling, electric_transport, snow_sports","-","high","Clearly Tahoe says it offers paddle-craft rentals, pedal-assist beach cruisers and mountain bikes, analog bikes, and seasonal snowshoe rentals.","Guided tours are separate; rental pages confirm take-away equipment.","https://clearlytahoe.com/water-rentals/ https://clearlytahoe.com/take-and-go-rentals-2/ https://clearlytahoe.com/bike-lake-tahoe/","https://clearlytahoe.com/ https://clearlytahoe.com/water-rentals/ https://clearlytahoe.com/take-and-go-rentals-2/ https://clearlytahoe.com/bike-lake-tahoe/"
"triaged","30","original","Clearly Tahoe","ChIJY9svMahxmYARM1p7-_L3-TA","https://clearlytahoe.com/incline-village/","true","water_sports, mountain_biking, road_cycling, electric_transport, snow_sports","-","high","Clearly Tahoe rental pages list water rentals, take-and-go rentals, e-bikes, analog bikes, mountain bikes, and seasonal snowshoe rentals.","Location page is tour-heavy, but linked rental pages confirm equipment rentals.","https://clearlytahoe.com/water-rentals/ https://clearlytahoe.com/take-and-go-rentals-2/ https://clearlytahoe.com/bike-lake-tahoe/","https://clearlytahoe.com/incline-village/ https://clearlytahoe.com/water-rentals/ https://clearlytahoe.com/take-and-go-rentals-2/ https://clearlytahoe.com/bike-lake-tahoe/"
"triaged","31","original","Clearly Tahoe","ChIJlfkixIebmYARzsYK3x_HyfI","https://bikelaketahoe.com/","true","mountain_biking, road_cycling, electric_transport","water_sports, snow_sports","medium","The Bike Lake Tahoe page lists bike rentals including pedal-assist mountain bikes, passenger e-bikes, and analog bikes.","This listing is bike-specific; other Clearly Tahoe categories left for review.","https://clearlytahoe.com/bike-lake-tahoe/","https://bikelaketahoe.com/ https://clearlytahoe.com/bike-lake-tahoe/"
"triaged","32","original","Clearly Tahoe Kayak Rentals at Sand Harbor","ChIJT2-7fvtxmYARWSzaVmVTCq4","http://www.clearlytahoerentals.com/","true","water_sports","-","high","The Sand Harbor rental evidence describes kayak, canoe, and paddleboard rentals, including clear-bottom kayaks.","Confirmed paddle-craft rental facility.","http://www.clearlytahoerentals.com/ https://clearlytahoe.com/water-rentals/","http://www.clearlytahoerentals.com/ https://clearlytahoe.com/water-rentals/"
"triaged","33","original","Clearly Tahoe Keys Marina","ChIJ_ZaKcwOPmYAR-d2lx9V-6vQ","https://clearlytahoe.com/south-lake-tahoe/","true","water_sports","mountain_biking, road_cycling, electric_transport, snow_sports","medium","Clearly Tahoe's water and take-and-go rental pages confirm kayak/SUP-style equipment rentals, while this specific marina page is mainly guided-tour oriented.","Confirmed water rentals; broader Clearly Tahoe bike/snow categories left for review on this location.","https://clearlytahoe.com/water-rentals/ https://clearlytahoe.com/take-and-go-rentals-2/","https://clearlytahoe.com/south-lake-tahoe/ https://clearlytahoe.com/water-rentals/ https://clearlytahoe.com/take-and-go-rentals-2/"
"triaged","38","original","Day Go Adventures","ChIJf7buvpGamYARP8xoDRlvlWI","http://daygoadventures.com/","true","water_sports","-","medium","The operator is described as an appointment-only kayak rental service for exploring the lake, including single and tandem kayaks.","Confirmed kayak rentals.","http://daygoadventures.com/","http://daygoadventures.com/"
